22.01.2025 23:41:00 [Dayz-Dog] 'DayzDog.json' does not exist, creating default config
02.02.2025 21:52:35 [Dayz-Dog] Spawned Wild Dog at <9088.011719, 361.559967, 4762.838867>
02.02.2025 21:52:35 [Dayz-Dog] Spawned Wild Dog at <9095.958008, 366.023407, 4757.125977>
02.02.2025 21:52:35 [Dayz-Dog] Spawned Wild Dog at <9102.240234, 358.776459, 4778.183594>
02.02.2025 21:53:17 [Dayz-Dog] 'DayzDog.json' found, loading existing config
02.02.2025 21:54:05 [Dayz-Dog] Spawned Wild Dog at <9068.057617, 341.837402, 4797.077637>
02.02.2025 21:54:05 [Dayz-Dog] Spawned Wild Dog at <9067.149414, 340.639954, 4799.336426>
02.02.2025 21:54:05 [Dayz-Dog] Spawned Wild Dog at <11740.200195, 380.483917, 2620.537842>
02.02.2025 21:54:05 [Dayz-Dog] Spawned Wild Dog at <11728.201172, 380.582642, 2616.508789>
02.02.2025 21:54:05 [Dayz-Dog] Spawned Wild Dog at <11718.215820, 382.264893, 2627.490479>
02.02.2025 21:54:05 [Dayz-Dog] Spawned Wild Dog at <11727.158203, 379.817657, 2603.024170>
02.02.2025 21:54:05 [Dayz-Dog] Spawned Wild Dog at <4219.992676, 325.752533, 605.993042>
02.02.2025 21:54:05 [Dayz-Dog] Spawned Wild Dog at <4205.699707, 326.568573, 602.903687>
02.02.2025 21:54:05 [Dayz-Dog] Spawned Wild Dog at <11274.970703, 353.477325, 7650.138184>
02.02.2025 21:54:05 [Dayz-Dog] Spawned Wild Dog at <11262.124023, 345.522583, 7660.650391>
02.02.2025 21:54:05 [Dayz-Dog] Spawned Wild Dog at <11252.085938, 341.181702, 7653.626465>
02.02.2025 22:03:07 [Dayz-Dog] 'DayzDog.json' found, loading existing config
02.02.2025 22:03:53 [Dayz-Dog] Spawned Wild Dog at <9124.883789, 372.869080, 4768.379395>
02.02.2025 22:03:53 [Dayz-Dog] Spawned Wild Dog at <9108.555664, 368.364258, 4761.518066>
02.02.2025 22:03:53 [Dayz-Dog] Spawned Wild Dog at <9114.940430, 360.907104, 4784.928223>
02.02.2025 22:03:53 [Dayz-Dog] Spawned Wild Dog at <11757.080078, 382.992828, 2649.087158>
02.02.2025 22:03:53 [Dayz-Dog] Spawned Wild Dog at <11739.363281, 384.283875, 2651.957275>
02.02.2025 22:03:53 [Dayz-Dog] Spawned Wild Dog at <11776.234375, 380.170227, 2635.480225>
02.02.2025 22:03:53 [Dayz-Dog] Spawned Wild Dog at <11780.785156, 382.840302, 2659.371094>
02.02.2025 22:03:53 [Dayz-Dog] Spawned Wild Dog at <11765.743164, 385.623871, 2669.722656>
02.02.2025 22:03:53 [Dayz-Dog] Spawned Wild Dog at <4240.601074, 327.529938, 641.346436>
02.02.2025 22:03:53 [Dayz-Dog] Spawned Wild Dog at <4256.337891, 326.459137, 644.995728>
02.02.2025 22:03:53 [Dayz-Dog] Spawned Wild Dog at <11158.515625, 368.211029, 7574.071289>
02.02.2025 22:05:49 [Dayz-Dog] 'DayzDog.json' found, loading existing config
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <9062.526367, 347.703827, 4777.407227>
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <9075.416992, 342.420074, 4800.309082>
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <9040.810547, 341.651947, 4778.488281>
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <9046.724609, 337.213745, 4794.882813>
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <9084.824219, 350.087311, 4787.752441>
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <4194.425781, 326.101471, 590.885620>
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <4211.829102, 325.782471, 598.011841>
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <4212.048828, 324.392456, 578.575928>
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <4190.107422, 330.233002, 611.615906>
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <11770.712891, 377.815033, 2535.358643>
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <11779.366211, 376.369781, 2511.411377>
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <11747.404297, 379.655151, 2545.200195>
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <11780.375977, 376.340057, 2513.548096>
02.02.2025 22:06:36 [Dayz-Dog] Spawned Wild Dog at <11787.396484, 375.906860, 2521.325195>
02.02.2025 22:08:26 [Dayz-Dog] 'DayzDog.json' found, loading existing config
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <9044.931641, 345.138367, 4768.959961>
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <9059.261719, 354.782379, 4751.038086>
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <4188.915039, 331.243256, 615.770630>
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <4204.418945, 331.361206, 627.497131>
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <4198.383301, 329.666626, 614.530518>
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <11252.320313, 346.185272, 7597.826660>
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <11229.602539, 341.342712, 7621.305664>
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <11253.391602, 349.108246, 7585.853027>
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <11229.349609, 349.000549, 7588.728516>
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <11274.654297, 355.200012, 7609.859375>
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <11733.954102, 380.474762, 2617.413086>
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <11732.455078, 382.680634, 2638.083984>
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <11733.719727, 382.625824, 2638.146973>
02.02.2025 22:09:12 [Dayz-Dog] Spawned Wild Dog at <11716.155273, 382.952698, 2632.551025>
02.02.2025 22:15:55 [Dayz-Dog] 'DayzDog.json' found, loading existing config
02.02.2025 22:16:42 [Dayz-Dog] Spawned Wild Dog at <9053.206055, 387.293030, 4688.198730>
02.02.2025 22:16:42 [Dayz-Dog] Spawned Wild Dog at <9058.608398, 397.653320, 4669.482910>
02.02.2025 22:16:42 [Dayz-Dog] Spawned Wild Dog at <9067.168945, 397.046753, 4685.332520>
02.02.2025 22:16:42 [Dayz-Dog] Spawned Wild Dog at <11720.670898, 384.429077, 2646.735596>
02.02.2025 22:16:42 [Dayz-Dog] Spawned Wild Dog at <11744.208008, 385.373047, 2659.360352>
02.02.2025 22:16:42 [Dayz-Dog] Spawned Wild Dog at <11704.439453, 385.570038, 2649.193848>
02.02.2025 22:16:42 [Dayz-Dog] Spawned Wild Dog at <11723.064453, 383.639343, 2641.735107>
02.02.2025 22:16:42 [Dayz-Dog] Spawned Wild Dog at <11267.920898, 355.293823, 7619.017090>
02.02.2025 22:16:42 [Dayz-Dog] Spawned Wild Dog at <11263.881836, 350.994141, 7616.089844>
02.02.2025 22:16:42 [Dayz-Dog] Spawned Wild Dog at <11282.074219, 357.674194, 7603.803223>
02.02.2025 22:16:42 [Dayz-Dog] Spawned Wild Dog at <11279.120117, 359.300568, 7636.997070>
02.02.2025 22:16:42 [Dayz-Dog] Spawned Wild Dog at <4212.058105, 324.530029, 579.915039>
02.02.2025 22:16:42 [Dayz-Dog] Spawned Wild Dog at <4204.790527, 324.879486, 588.906555>
02.02.2025 22:36:11 [Dayz-Dog] 'DayzDog.json' found, loading existing config
02.02.2025 22:36:58 [Dayz-Dog] Spawned Wild Dog at <9056.449219, 369.968842, 4720.320313>
02.02.2025 22:36:58 [Dayz-Dog] Spawned Wild Dog at <9060.345703, 377.665161, 4708.687988>
02.02.2025 22:36:58 [Dayz-Dog] Spawned Wild Dog at <9048.035156, 372.883026, 4710.141113>
02.02.2025 22:36:58 [Dayz-Dog] Spawned Wild Dog at <9075.389648, 368.060272, 4736.656250>
02.02.2025 22:36:58 [Dayz-Dog] Spawned Wild Dog at <4199.922363, 324.118927, 557.956116>
02.02.2025 22:36:58 [Dayz-Dog] Spawned Wild Dog at <4198.534668, 324.909943, 535.106201>
02.02.2025 22:36:58 [Dayz-Dog] Spawned Wild Dog at <4218.327637, 324.334778, 579.479309>
02.02.2025 22:36:58 [Dayz-Dog] Spawned Wild Dog at <4187.048340, 324.454102, 571.520508>
02.02.2025 22:36:58 [Dayz-Dog] Spawned Wild Dog at <11240.072266, 348.099976, 7582.802734>
02.02.2025 22:36:58 [Dayz-Dog] Spawned Wild Dog at <11226.645508, 349.000000, 7586.037598>
02.02.2025 22:36:58 [Dayz-Dog] Spawned Wild Dog at <11238.726563, 347.644684, 7587.680664>
02.02.2025 22:36:58 [Dayz-Dog] Spawned Wild Dog at <11262.587891, 351.076935, 7566.911133>
02.02.2025 22:36:58 [Dayz-Dog] Spawned Wild Dog at <11758.524414, 378.772430, 2532.058105>
02.02.2025 23:02:05 [Dayz-Dog] 'DayzDog.json' found, loading existing config
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <11754.329102, 379.635956, 2609.626221>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <11773.291016, 378.728821, 2585.778076>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <11766.138672, 378.892029, 2607.777588>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <11190.288086, 332.002869, 7687.972168>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <11196.189453, 330.074341, 7710.511230>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <11187.492188, 333.497498, 7679.611816>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <11200.988281, 332.736237, 7675.605957>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <11182.582031, 335.546478, 7669.030762>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <9152.851563, 440.289154, 4694.940918>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <9135.900391, 427.161774, 4700.458496>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <9167.835938, 446.002716, 4677.901855>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <9171.902344, 445.791412, 4674.968750>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <4180.934570, 330.219788, 606.702637>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <4161.913086, 332.999329, 613.483093>
02.02.2025 23:02:53 [Dayz-Dog] Spawned Wild Dog at <4199.735352, 327.950500, 606.752380>
02.02.2025 23:20:40 [Dayz-Dog] 'DayzDog.json' found, loading existing config
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <11739.051758, 383.621735, 2647.569092>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <11745.969727, 384.374573, 2654.298340>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <11720.701172, 388.700806, 2669.963379>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <11210.485352, 335.940308, 7651.977539>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <11191.530273, 334.001190, 7672.727051>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <11208.222656, 341.300323, 7636.656250>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <4274.613770, 325.600037, 623.859436>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <4262.666992, 325.799988, 605.266479>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <4274.415039, 325.442261, 607.061829>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <4271.717773, 325.582336, 622.456421>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <4263.568848, 325.036072, 600.498718>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <9109.501953, 400.997650, 4714.439941>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <9108.865234, 414.885834, 4694.134277>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <9129.079102, 406.383087, 4722.632324>
02.02.2025 23:21:54 [Dayz-Dog] Spawned Wild Dog at <9092.445313, 405.928253, 4694.238281>
02.02.2025 23:28:20 [Dayz-Dog] 'DayzDog.json' found, loading existing config
02.02.2025 23:29:08 [Dayz-Dog] Spawned Wild Dog at <11802.413086, 377.575378, 2608.123291>
02.02.2025 23:29:08 [Dayz-Dog] Spawned Wild Dog at <11803.116211, 379.000000, 2631.495605>
02.02.2025 23:29:08 [Dayz-Dog] Spawned Wild Dog at <11811.504883, 377.257019, 2598.512695>
02.02.2025 23:29:08 [Dayz-Dog] Spawned Wild Dog at <4191.964355, 337.203094, 650.666748>
02.02.2025 23:29:08 [Dayz-Dog] Spawned Wild Dog at <4177.280762, 335.626190, 631.256714>
02.02.2025 23:29:08 [Dayz-Dog] Spawned Wild Dog at <4176.020996, 339.749878, 658.018433>
02.02.2025 23:29:08 [Dayz-Dog] Spawned Wild Dog at <11183.416016, 344.643707, 7622.174316>
02.02.2025 23:29:08 [Dayz-Dog] Spawned Wild Dog at <11162.615234, 349.146210, 7613.920898>
02.02.2025 23:29:08 [Dayz-Dog] Spawned Wild Dog at <11207.263672, 347.122406, 7605.671387>
02.02.2025 23:29:08 [Dayz-Dog] Spawned Wild Dog at <11180.997070, 344.132172, 7623.884766>
02.02.2025 23:29:08 [Dayz-Dog] Spawned Wild Dog at <9092.327148, 382.889130, 4725.242188>
02.02.2025 23:29:08 [Dayz-Dog] Spawned Wild Dog at <9111.323242, 403.726563, 4712.108887>
02.02.2025 23:31:27 [Dayz-Dog] 'DayzDog.json' found, loading existing config
02.02.2025 23:32:14 [Dayz-Dog] Spawned Wild Dog at <11291.341797, 355.817505, 7695.100586>
02.02.2025 23:32:14 [Dayz-Dog] Spawned Wild Dog at <11313.898438, 367.740417, 7694.027832>
02.02.2025 23:32:14 [Dayz-Dog] Spawned Wild Dog at <11301.613281, 359.170776, 7705.099121>
02.02.2025 23:32:14 [Dayz-Dog] Spawned Wild Dog at <9051.187500, 359.449341, 4736.262695>
02.02.2025 23:32:14 [Dayz-Dog] Spawned Wild Dog at <9045.722656, 350.262939, 4752.371582>
02.02.2025 23:32:14 [Dayz-Dog] Spawned Wild Dog at <9067.852539, 366.896393, 4733.687500>
02.02.2025 23:32:14 [Dayz-Dog] Spawned Wild Dog at <9042.416992, 354.287781, 4742.231445>
02.02.2025 23:32:14 [Dayz-Dog] Spawned Wild Dog at <11809.766602, 378.151367, 2638.262939>
02.02.2025 23:32:14 [Dayz-Dog] Spawned Wild Dog at <11818.750000, 380.495026, 2659.423096>
02.02.2025 23:32:14 [Dayz-Dog] Spawned Wild Dog at <11791.367188, 380.157776, 2643.601318>
02.02.2025 23:32:14 [Dayz-Dog] Spawned Wild Dog at <11815.417969, 380.449951, 2657.681885>
02.02.2025 23:32:14 [Dayz-Dog] Spawned Wild Dog at <4181.183594, 337.777588, 644.453430>
02.02.2025 23:32:14 [Dayz-Dog] Spawned Wild Dog at <4190.254883, 335.753448, 639.486511>
02.02.2025 23:35:28 [Dayz-Dog] 'DayzDog.json' found, loading existing config
02.02.2025 23:36:13 [Dayz-Dog] Spawned Wild Dog at <4227.311523, 328.204498, 626.533020>
02.02.2025 23:36:13 [Dayz-Dog] Spawned Wild Dog at <4233.462891, 328.303772, 636.572876>
02.02.2025 23:36:13 [Dayz-Dog] Spawned Wild Dog at <4250.075684, 326.344879, 640.521118>
02.02.2025 23:36:13 [Dayz-Dog] Spawned Wild Dog at <4207.140137, 331.628204, 630.692993>
02.02.2025 23:36:13 [Dayz-Dog] Spawned Wild Dog at <4212.608398, 326.791840, 609.419678>
02.02.2025 23:36:13 [Dayz-Dog] Spawned Wild Dog at <11796.907227, 377.528748, 2572.099609>
02.02.2025 23:36:13 [Dayz-Dog] Spawned Wild Dog at <11226.492188, 344.552856, 7602.607422>
02.02.2025 23:36:13 [Dayz-Dog] Spawned Wild Dog at <11227.504883, 344.175323, 7604.603516>
02.02.2025 23:36:13 [Dayz-Dog] Spawned Wild Dog at <11232.489258, 340.488190, 7624.826172>
02.02.2025 23:36:13 [Dayz-Dog] Spawned Wild Dog at <9042.895508, 338.751099, 4788.523438>
02.02.2025 23:36:13 [Dayz-Dog] Spawned Wild Dog at <9063.817383, 341.216003, 4796.013184>
03.02.2025 11:05:05 [Dayz-Dog] 'DayzDog.json' found, loading existing config
03.02.2025 11:05:54 [Dayz-Dog] Spawned Wild Dog at <9149.975586, 425.571075, 4714.163086>
03.02.2025 11:05:54 [Dayz-Dog] Spawned Wild Dog at <9149.830078, 440.744293, 4692.027344>
03.02.2025 11:05:54 [Dayz-Dog] Spawned Wild Dog at <4238.649414, 328.422577, 659.626465>
03.02.2025 11:05:54 [Dayz-Dog] Spawned Wild Dog at <11249.129883, 334.925476, 7696.680176>
03.02.2025 11:05:54 [Dayz-Dog] Spawned Wild Dog at <11246.184570, 332.457062, 7710.792969>
03.02.2025 11:05:54 [Dayz-Dog] Spawned Wild Dog at <11721.191406, 384.671509, 2648.739258>
03.02.2025 11:12:15 [Dayz-Dog] 'DayzDog.json' found, loading existing config
03.02.2025 11:13:00 [Dayz-Dog] Spawned Wild Dog at <9142.426758, 367.681396, 4794.447754>
03.02.2025 11:13:00 [Dayz-Dog] Spawned Wild Dog at <9146.208008, 380.047729, 4775.831055>
03.02.2025 11:13:00 [Dayz-Dog] Spawned Wild Dog at <11772.989258, 380.868103, 2639.796143>
03.02.2025 11:13:00 [Dayz-Dog] Spawned Wild Dog at <11773.913086, 383.044220, 2657.573975>
03.02.2025 11:13:00 [Dayz-Dog] Spawned Wild Dog at <11140.267578, 347.104889, 7699.477051>
03.02.2025 11:13:00 [Dayz-Dog] Spawned Wild Dog at <11161.104492, 338.657715, 7683.042969>
03.02.2025 11:13:00 [Dayz-Dog] Spawned Wild Dog at <4285.476074, 323.323425, 559.134705>
03.02.2025 11:13:00 [Dayz-Dog] Spawned Wild Dog at <4303.890625, 322.824402, 544.774353>
03.02.2025 11:13:00 [Dayz-Dog] Spawned Wild Dog at <4292.570313, 324.429352, 576.074646>
03.02.2025 11:22:10 [Dayz-Dog] 'DayzDog.json' found, loading existing config
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <9059.782227, 352.803345, 4757.950684>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <9039.424805, 350.779724, 4747.522461>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <9065.844727, 351.131714, 4770.379395>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <9071.387695, 359.935669, 4749.054688>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <9048.962891, 357.770081, 4738.391113>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <11162.049805, 338.144287, 7676.656738>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <11179.797852, 334.785919, 7676.720703>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <11149.622070, 341.404602, 7674.179688>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <11182.923828, 333.497253, 7692.291992>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <4269.200195, 324.200012, 574.099976>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <4276.360352, 323.947571, 578.699524>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <4282.722656, 324.092285, 577.243713>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <4251.047852, 323.990265, 578.431519>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <4264.705566, 323.683838, 553.504578>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <11814.269531, 376.242401, 2577.929199>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <11827.797852, 375.212250, 2576.694824>
03.02.2025 11:22:55 [Dayz-Dog] Spawned Wild Dog at <11814.308594, 376.928711, 2600.329590>
03.02.2025 15:10:29 [Dayz-Dog] 'DayzDog.json' found, loading existing config
03.02.2025 15:11:15 [Dayz-Dog] Spawned Wild Dog at <9064.824219, 353.849121, 4760.529297>
03.02.2025 15:11:15 [Dayz-Dog] Spawned Wild Dog at <9070.313477, 362.575287, 4743.408691>
03.02.2025 15:11:15 [Dayz-Dog] Spawned Wild Dog at <9070.878906, 351.586639, 4774.830566>
03.02.2025 15:11:15 [Dayz-Dog] Spawned Wild Dog at <9079.059570, 357.817474, 4764.574707>
03.02.2025 15:11:15 [Dayz-Dog] Spawned Wild Dog at <4217.050781, 325.200012, 586.994690>
03.02.2025 15:11:15 [Dayz-Dog] Spawned Wild Dog at <4204.801758, 325.785522, 595.778564>
03.02.2025 15:11:15 [Dayz-Dog] Spawned Wild Dog at <4196.010254, 329.097656, 609.723511>
03.02.2025 15:11:15 [Dayz-Dog] Spawned Wild Dog at <4211.520508, 324.302795, 576.870605>
03.02.2025 15:11:15 [Dayz-Dog] Spawned Wild Dog at <11246.863281, 352.299988, 7569.566895>
03.02.2025 15:11:15 [Dayz-Dog] Spawned Wild Dog at <11755.882813, 382.182831, 2641.354248>
03.02.2025 15:16:45 [Dayz-Dog] 'DayzDog.json' found, loading existing config
03.02.2025 15:17:33 [Dayz-Dog] Spawned Wild Dog at <4233.294922, 329.873322, 649.175110>
03.02.2025 15:17:33 [Dayz-Dog] Spawned Wild Dog at <4226.707031, 328.650665, 628.895630>
03.02.2025 15:17:33 [Dayz-Dog] Spawned Wild Dog at <11202.041016, 331.630493, 7684.319824>
03.02.2025 15:17:33 [Dayz-Dog] Spawned Wild Dog at <11178.936523, 334.830933, 7693.469727>
03.02.2025 15:17:33 [Dayz-Dog] Spawned Wild Dog at <9048.958008, 337.002777, 4796.408203>
03.02.2025 15:17:33 [Dayz-Dog] Spawned Wild Dog at <9027.198242, 334.787201, 4795.148438>
03.02.2025 15:17:33 [Dayz-Dog] Spawned Wild Dog at <9053.389648, 338.162537, 4796.958984>
03.02.2025 15:17:33 [Dayz-Dog] Spawned Wild Dog at <9047.508789, 344.317657, 4772.558594>
03.02.2025 15:17:33 [Dayz-Dog] Spawned Wild Dog at <9027.972656, 332.999115, 4803.576172>
03.02.2025 15:17:33 [Dayz-Dog] Spawned Wild Dog at <11750.941406, 382.090179, 2636.089600>
03.02.2025 15:17:33 [Dayz-Dog] Spawned Wild Dog at <11761.993164, 380.443512, 2625.323486>
03.02.2025 15:17:33 [Dayz-Dog] Spawned Wild Dog at <11754.013672, 384.414185, 2656.886230>
03.02.2025 15:23:01 [Dayz-Dog] 'DayzDog.json' found, loading existing config
03.02.2025 15:23:49 [Dayz-Dog] Spawned Wild Dog at <11288.066406, 364.799988, 7645.794434>
03.02.2025 15:23:49 [Dayz-Dog] Spawned Wild Dog at <11280.998047, 357.197968, 7628.754395>
03.02.2025 15:23:49 [Dayz-Dog] Spawned Wild Dog at <11286.508789, 359.526306, 7654.898438>
03.02.2025 15:23:49 [Dayz-Dog] Spawned Wild Dog at <9152.400391, 428.585144, 4713.017578>
03.02.2025 15:23:49 [Dayz-Dog] Spawned Wild Dog at <9132.454102, 404.081360, 4728.549805>
03.02.2025 15:23:49 [Dayz-Dog] Spawned Wild Dog at <9160.933594, 419.333862, 4735.817383>
03.02.2025 15:23:49 [Dayz-Dog] Spawned Wild Dog at <11837.592773, 376.277985, 2619.835938>
03.02.2025 15:23:49 [Dayz-Dog] Spawned Wild Dog at <11814.236328, 377.314362, 2613.596436>
03.02.2025 15:23:49 [Dayz-Dog] Spawned Wild Dog at <4218.028809, 324.005554, 562.933044>
03.02.2025 15:23:49 [Dayz-Dog] Spawned Wild Dog at <4204.365234, 324.306427, 571.512878>
03.02.2025 15:38:43 [Dayz-Dog] 'DayzDog.json' found, loading existing config
03.02.2025 15:39:32 [Dayz-Dog] Spawned Wild Dog at <11719.042969, 380.041748, 2573.376221>
03.02.2025 15:39:32 [Dayz-Dog] Spawned Wild Dog at <11709.934570, 380.313507, 2555.723633>
03.02.2025 15:39:32 [Dayz-Dog] Spawned Wild Dog at <11723.779297, 380.166260, 2558.325684>
03.02.2025 15:39:32 [Dayz-Dog] Spawned Wild Dog at <11704.820313, 380.102356, 2567.426025>
03.02.2025 15:39:32 [Dayz-Dog] Spawned Wild Dog at <4241.972168, 324.000000, 558.219238>
03.02.2025 15:39:32 [Dayz-Dog] Spawned Wild Dog at <4226.506348, 324.009125, 548.329590>
03.02.2025 15:39:32 [Dayz-Dog] Spawned Wild Dog at <4250.483887, 323.992401, 577.510254>
03.02.2025 15:39:32 [Dayz-Dog] Spawned Wild Dog at <4259.213379, 323.971649, 575.746521>
03.02.2025 15:39:32 [Dayz-Dog] Spawned Wild Dog at <11142.563477, 343.138977, 7630.751953>
03.02.2025 15:39:32 [Dayz-Dog] Spawned Wild Dog at <11152.627930, 350.098267, 7611.004395>
03.02.2025 15:46:04 [Dayz-Dog] 'DayzDog.json' found, loading existing config
03.02.2025 15:46:52 [Dayz-Dog] Spawned Wild Dog at <11747.455078, 382.424042, 2640.521729>
03.02.2025 15:46:52 [Dayz-Dog] Spawned Wild Dog at <11723.759766, 386.256927, 2658.590088>
03.02.2025 15:46:52 [Dayz-Dog] Spawned Wild Dog at <11190.574219, 336.842560, 7648.934570>
03.02.2025 15:46:52 [Dayz-Dog] Spawned Wild Dog at <11183.561523, 337.741028, 7646.446777>
03.02.2025 15:46:52 [Dayz-Dog] Spawned Wild Dog at <9093.507813, 403.495270, 4698.318359>
03.02.2025 15:46:52 [Dayz-Dog] Spawned Wild Dog at <9084.762695, 409.364532, 4679.884277>
03.02.2025 15:46:52 [Dayz-Dog] Spawned Wild Dog at <9116.268555, 399.737457, 4721.624512>
03.02.2025 15:46:52 [Dayz-Dog] Spawned Wild Dog at <9114.321289, 418.851013, 4692.932617>
03.02.2025 15:46:52 [Dayz-Dog] Spawned Wild Dog at <9076.719727, 400.123566, 4689.131836>
03.02.2025 15:46:52 [Dayz-Dog] Spawned Wild Dog at <4172.966309, 328.882233, 598.115234>
03.02.2025 15:46:52 [Dayz-Dog] Spawned Wild Dog at <4180.963867, 329.595398, 603.741150>
03.02.2025 15:46:52 [Dayz-Dog] Spawned Wild Dog at <4194.017090, 326.258881, 592.499573>
03.02.2025 16:20:26 [Dayz-Dog] 'DayzDog.json' found, loading existing config
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <4277.966309, 323.980713, 578.259338>
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <4262.311523, 323.953552, 555.143433>
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <9062.600586, 373.676666, 4717.590332>
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <9085.498047, 398.673004, 4699.004883>
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <9081.961914, 392.171112, 4705.392578>
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <9042.717773, 365.357819, 4721.925781>
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <9051.204102, 372.240051, 4712.587402>
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <11784.250977, 380.176544, 2639.576416>
