22.01.2025 23:41:00 [Dayz-Dog] 'DayzDog.json' does not exist, creating default config
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <11771.995117, 379.282959, 2618.291016>
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <11795.191406, 377.909576, 2620.074219>
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <11760.788086, 381.155884, 2633.301270>
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <11292.700195, 362.100006, 7578.200195>
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <11293.890625, 362.777222, 7573.930176>
03.02.2025 16:21:15 [Dayz-Dog] Spawned Wild Dog at <11277.067383, 353.928955, 7564.517578>
03.02.2025 16:23:06 [Dayz-Dog] 'DayzDog.json' found, loading existing config
03.02.2025 16:23:56 [Dayz-Dog] Spawned Wild Dog at <9095.312500, 349.094727, 4796.295898>
03.02.2025 16:23:56 [Dayz-Dog] Spawned Wild Dog at <9092.037109, 357.223816, 4775.358887>
03.02.2025 16:23:56 [Dayz-Dog] Spawned Wild Dog at <9072.866211, 339.962677, 4815.908203>
03.02.2025 16:23:56 [Dayz-Dog] Spawned Wild Dog at <9110.060547, 352.636322, 4800.449707>
03.02.2025 16:23:56 [Dayz-Dog] Spawned Wild Dog at <11735.542969, 379.824982, 2544.092041>
03.02.2025 16:23:56 [Dayz-Dog] Spawned Wild Dog at <11715.248047, 380.605316, 2521.707275>
03.02.2025 16:23:56 [Dayz-Dog] Spawned Wild Dog at <11734.364258, 380.129761, 2557.798584>
03.02.2025 16:23:56 [Dayz-Dog] Spawned Wild Dog at <11737.629883, 379.683899, 2538.108643>
03.02.2025 16:23:56 [Dayz-Dog] Spawned Wild Dog at <4278.719727, 325.496429, 618.711914>
03.02.2025 16:23:56 [Dayz-Dog] Spawned Wild Dog at <4261.392090, 325.799988, 605.003906>
03.02.2025 16:23:56 [Dayz-Dog] Spawned Wild Dog at <4259.019043, 325.575226, 624.765442>
03.02.2025 16:23:56 [Dayz-Dog] Spawned Wild Dog at <11211.179688, 348.100006, 7606.201660>
03.02.2025 16:25:46 [Dayz-Dog] 'DayzDog.json' found, loading existing config
03.02.2025 16:26:34 [Dayz-Dog] Spawned Wild Dog at <4221.522461, 330.447296, 635.546997>
03.02.2025 16:26:34 [Dayz-Dog] Spawned Wild Dog at <4235.864258, 326.056213, 617.996765>
03.02.2025 16:26:34 [Dayz-Dog] Spawned Wild Dog at <11210.265625, 335.859711, 7653.775391>
03.02.2025 16:26:34 [Dayz-Dog] Spawned Wild Dog at <11193.981445, 336.880981, 7647.901367>
03.02.2025 16:26:34 [Dayz-Dog] Spawned Wild Dog at <11225.251953, 335.357697, 7674.636230>
03.02.2025 16:26:34 [Dayz-Dog] Spawned Wild Dog at <11197.601563, 334.460724, 7664.496094>
03.02.2025 16:26:34 [Dayz-Dog] Spawned Wild Dog at <11803.431641, 375.034576, 2538.701416>
03.02.2025 16:26:34 [Dayz-Dog] Spawned Wild Dog at <11814.670898, 375.005219, 2560.173340>
03.02.2025 16:26:34 [Dayz-Dog] Spawned Wild Dog at <11827.382813, 373.143616, 2524.080322>
03.02.2025 16:26:34 [Dayz-Dog] Spawned Wild Dog at <9083.592773, 347.901794, 4792.127930>
03.02.2025 16:26:34 [Dayz-Dog] Spawned Wild Dog at <9104.329102, 349.050629, 4812.865234>
03.02.2025 16:39:43 [Dayz-Dog] 'DayzDog.json' found, loading existing config
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <11173.099609, 368.700012, 7576.000000>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <11152.700195, 357.900024, 7592.200195>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <11164.192383, 368.299988, 7577.684082>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <9070.258789, 356.793488, 4757.521484>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <9083.300781, 370.397369, 4737.695801>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <9081.416992, 352.452759, 4780.203613>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <9087.077148, 359.383392, 4767.369629>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <4269.874023, 323.837860, 561.456177>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <4254.528809, 324.035828, 566.139954>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <4252.420410, 323.791656, 542.504639>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <4249.261719, 323.919128, 569.635803>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <4272.482422, 324.200012, 571.482117>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <11762.421875, 381.575195, 2640.548096>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <11753.333008, 381.513031, 2631.406006>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <11750.230469, 381.003448, 2623.004883>
03.02.2025 16:40:29 [Dayz-Dog] Spawned Wild Dog at <11742.433594, 385.209656, 2657.958496>
03.02.2025 17:05:56 [Dayz-Dog] 'DayzDog.json' found, loading existing config
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <11750.510742, 379.573334, 2572.062256>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <11746.237305, 379.613556, 2578.350830>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <11751.711914, 379.611511, 2565.296387>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <11768.152344, 378.813171, 2594.284424>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <11726.785156, 380.104156, 2579.710693>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <4207.756348, 332.457520, 635.379883>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <4213.780762, 331.863953, 636.348633>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <4207.853027, 333.424438, 640.428711>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <4226.700684, 328.226715, 626.239136>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <4191.097168, 337.433319, 651.798767>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <9117.687500, 393.638855, 4731.234375>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <9099.787109, 377.367310, 4739.442383>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <9097.865234, 368.364502, 4752.788086>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <9131.686523, 407.658600, 4722.941895>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <9119.862305, 408.814240, 4711.852051>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <11152.186523, 378.361176, 7545.474609>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <11162.655273, 381.181549, 7533.852051>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <11169.427734, 380.189209, 7535.320313>
03.02.2025 17:06:45 [Dayz-Dog] Spawned Wild Dog at <11140.592773, 378.546173, 7542.729492>
05.02.2025 19:01:03 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 19:01:52 [Dayz-Dog] Spawned Wild Dog at <11810.615234, 376.914246, 2585.000244>
05.02.2025 19:01:52 [Dayz-Dog] Spawned Wild Dog at <11805.931641, 376.549408, 2573.137207>
05.02.2025 19:01:52 [Dayz-Dog] Spawned Wild Dog at <11210.900391, 354.600006, 7578.600098>
05.02.2025 19:01:52 [Dayz-Dog] Spawned Wild Dog at <11198.293945, 351.279114, 7595.500000>
05.02.2025 19:01:52 [Dayz-Dog] Spawned Wild Dog at <9106.822266, 403.151184, 4709.296875>
05.02.2025 19:01:52 [Dayz-Dog] Spawned Wild Dog at <9109.855469, 415.496429, 4694.083984>
05.02.2025 19:01:52 [Dayz-Dog] Spawned Wild Dog at <9109.495117, 403.313995, 4711.217285>
05.02.2025 19:01:52 [Dayz-Dog] Spawned Wild Dog at <4262.574219, 325.039520, 600.971497>
05.02.2025 19:01:52 [Dayz-Dog] Spawned Wild Dog at <4267.631836, 324.424500, 589.656433>
05.02.2025 19:01:52 [Dayz-Dog] Spawned Wild Dog at <4259.052246, 325.398895, 621.092407>
05.02.2025 19:01:52 [Dayz-Dog] Spawned Wild Dog at <4280.190918, 324.034210, 577.812866>
05.02.2025 20:17:49 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 20:18:34 [Dayz-Dog] Spawned Wild Dog at <9062.786133, 346.683411, 4780.961426>
05.02.2025 20:18:34 [Dayz-Dog] Spawned Wild Dog at <9054.209961, 346.679321, 4770.923340>
05.02.2025 20:18:34 [Dayz-Dog] Spawned Wild Dog at <9080.100586, 358.054291, 4765.040527>
05.02.2025 20:18:34 [Dayz-Dog] Spawned Wild Dog at <9049.419922, 336.901672, 4796.906738>
05.02.2025 20:18:34 [Dayz-Dog] Spawned Wild Dog at <11733.090820, 379.643555, 2591.901367>
05.02.2025 20:18:34 [Dayz-Dog] Spawned Wild Dog at <11236.341797, 344.587250, 7595.094727>
05.02.2025 20:18:34 [Dayz-Dog] Spawned Wild Dog at <11231.534180, 343.307953, 7608.335938>
05.02.2025 20:18:34 [Dayz-Dog] Spawned Wild Dog at <11222.596680, 342.258087, 7618.360352>
05.02.2025 20:18:34 [Dayz-Dog] Spawned Wild Dog at <11219.935547, 348.051483, 7598.150391>
05.02.2025 20:18:34 [Dayz-Dog] Spawned Wild Dog at <4192.239258, 326.687347, 595.853638>
05.02.2025 20:18:34 [Dayz-Dog] Spawned Wild Dog at <4191.113770, 325.279236, 578.021667>
05.02.2025 20:18:34 [Dayz-Dog] Spawned Wild Dog at <4179.839844, 326.879608, 587.832031>
05.02.2025 20:22:26 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 20:23:12 [Dayz-Dog] Spawned Wild Dog at <11219.079102, 353.287994, 7572.782227>
05.02.2025 20:23:12 [Dayz-Dog] Spawned Wild Dog at <11204.400391, 365.100006, 7563.100098>
05.02.2025 20:23:12 [Dayz-Dog] Spawned Wild Dog at <4247.502930, 327.400269, 656.925171>
05.02.2025 20:23:12 [Dayz-Dog] Spawned Wild Dog at <4263.190430, 327.036865, 673.466675>
05.02.2025 20:23:12 [Dayz-Dog] Spawned Wild Dog at <4243.275879, 327.959076, 655.974609>
05.02.2025 20:23:12 [Dayz-Dog] Spawned Wild Dog at <11807.862305, 374.503601, 2530.335449>
05.02.2025 20:23:12 [Dayz-Dog] Spawned Wild Dog at <11814.851563, 374.555908, 2554.069336>
05.02.2025 20:23:12 [Dayz-Dog] Spawned Wild Dog at <9055.368164, 349.033417, 4764.783691>
05.02.2025 20:23:12 [Dayz-Dog] Spawned Wild Dog at <9050.700195, 340.073975, 4787.846191>
05.02.2025 20:25:51 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 20:26:38 [Dayz-Dog] Spawned Wild Dog at <4195.468750, 337.136322, 658.726624>
05.02.2025 20:26:38 [Dayz-Dog] Spawned Wild Dog at <4177.935547, 338.900482, 652.794495>
05.02.2025 20:26:38 [Dayz-Dog] Spawned Wild Dog at <9108.235352, 381.862732, 4739.999023>
05.02.2025 20:26:38 [Dayz-Dog] Spawned Wild Dog at <9127.096680, 381.963562, 4754.759766>
05.02.2025 20:26:38 [Dayz-Dog] Spawned Wild Dog at <9122.982422, 394.204803, 4734.700684>
05.02.2025 20:26:38 [Dayz-Dog] Spawned Wild Dog at <11216.909180, 352.083221, 7579.282227>
05.02.2025 20:26:38 [Dayz-Dog] Spawned Wild Dog at <11208.161133, 348.508636, 7599.464355>
05.02.2025 20:26:38 [Dayz-Dog] Spawned Wild Dog at <11211.968750, 355.034393, 7585.926758>
05.02.2025 20:26:38 [Dayz-Dog] Spawned Wild Dog at <11760.786133, 379.275208, 2608.773926>
05.02.2025 20:26:38 [Dayz-Dog] Spawned Wild Dog at <11763.102539, 378.970978, 2606.576660>
05.02.2025 20:26:38 [Dayz-Dog] Spawned Wild Dog at <11769.702148, 378.797119, 2590.149170>
05.02.2025 20:26:38 [Dayz-Dog] Spawned Wild Dog at <11768.719727, 380.182404, 2629.240234>
05.02.2025 20:28:51 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <11730.540039, 379.748016, 2535.369873>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <11717.384766, 380.117004, 2544.176758>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <11742.030273, 379.197113, 2514.978516>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <11714.389648, 380.219666, 2558.776611>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <11721.708008, 380.554626, 2511.714111>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <4205.872070, 324.070038, 552.537720>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <4206.248535, 324.332977, 574.311523>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <4222.517090, 324.000000, 560.191833>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <4190.500000, 324.242737, 538.518860>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <4196.546875, 324.299988, 564.120728>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <11261.105469, 348.987122, 7597.036621>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <11237.725586, 348.225189, 7573.833984>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <9119.599609, 420.282471, 4695.470215>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <9099.402344, 398.971588, 4709.099609>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <9106.264648, 398.176117, 4715.758789>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <9106.502930, 419.419830, 4684.384277>
05.02.2025 20:29:37 [Dayz-Dog] Spawned Wild Dog at <9122.770508, 428.904388, 4672.065918>
05.02.2025 20:33:45 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 20:34:31 [Dayz-Dog] Spawned Wild Dog at <9139.169922, 385.264526, 4760.463379>
05.02.2025 20:34:31 [Dayz-Dog] Spawned Wild Dog at <9144.323242, 387.410645, 4759.788086>
05.02.2025 20:34:31 [Dayz-Dog] Spawned Wild Dog at <11160.491211, 369.276611, 7564.475586>
05.02.2025 20:34:31 [Dayz-Dog] Spawned Wild Dog at <4286.078125, 327.100800, 667.937622>
05.02.2025 20:34:31 [Dayz-Dog] Spawned Wild Dog at <4301.334961, 328.477997, 684.489014>
05.02.2025 20:34:31 [Dayz-Dog] Spawned Wild Dog at <4264.750488, 327.213226, 681.540955>
05.02.2025 20:34:31 [Dayz-Dog] Spawned Wild Dog at <4271.253418, 327.200012, 659.006409>
05.02.2025 20:34:31 [Dayz-Dog] Spawned Wild Dog at <11761.536133, 381.946564, 2643.505859>
05.02.2025 20:34:31 [Dayz-Dog] Spawned Wild Dog at <11762.438477, 383.948273, 2657.816895>
05.02.2025 20:34:31 [Dayz-Dog] Spawned Wild Dog at <11763.106445, 380.102783, 2622.091797>
05.02.2025 22:55:39 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 22:56:28 [Dayz-Dog] Spawned Wild Dog at <11200.284180, 353.661255, 7589.997559>
05.02.2025 22:56:28 [Dayz-Dog] Spawned Wild Dog at <11202.819336, 354.000000, 7585.693359>
05.02.2025 22:56:28 [Dayz-Dog] Spawned Wild Dog at <9144.062500, 387.370300, 4760.368164>
05.02.2025 22:56:28 [Dayz-Dog] Spawned Wild Dog at <9149.512695, 386.308655, 4764.687012>
05.02.2025 22:56:28 [Dayz-Dog] Spawned Wild Dog at <9153.000000, 406.799988, 4743.600098>
05.02.2025 22:56:28 [Dayz-Dog] Spawned Wild Dog at <11790.987305, 378.152374, 2621.262451>
05.02.2025 22:56:28 [Dayz-Dog] Spawned Wild Dog at <11769.806641, 378.687683, 2602.875977>
05.02.2025 22:56:28 [Dayz-Dog] Spawned Wild Dog at <11773.370117, 378.860260, 2613.176025>
05.02.2025 22:56:28 [Dayz-Dog] Spawned Wild Dog at <11806.739258, 379.288879, 2633.773926>
05.02.2025 22:56:28 [Dayz-Dog] Spawned Wild Dog at <4207.118652, 324.416351, 579.574158>
05.02.2025 22:56:28 [Dayz-Dog] Spawned Wild Dog at <4216.947266, 324.506317, 590.873413>
05.02.2025 22:56:28 [Dayz-Dog] Spawned Wild Dog at <4187.598633, 327.977997, 598.471680>
05.02.2025 22:56:28 [Dayz-Dog] Spawned Wild Dog at <4224.979980, 325.091705, 597.261353>
05.02.2025 23:00:54 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 23:01:41 [Dayz-Dog] Spawned Wild Dog at <4207.860840, 324.719299, 582.377197>
05.02.2025 23:01:41 [Dayz-Dog] Spawned Wild Dog at <4216.530273, 325.200012, 587.478882>
05.02.2025 23:01:41 [Dayz-Dog] Spawned Wild Dog at <4228.562988, 324.310333, 588.719055>
05.02.2025 23:01:41 [Dayz-Dog] Spawned Wild Dog at <4216.850586, 324.655670, 560.827820>
05.02.2025 23:01:41 [Dayz-Dog] Spawned Wild Dog at <4210.538086, 324.299561, 575.755432>
05.02.2025 23:01:41 [Dayz-Dog] Spawned Wild Dog at <11803.818359, 378.614502, 2640.162109>
05.02.2025 23:01:41 [Dayz-Dog] Spawned Wild Dog at <11825.492188, 376.977051, 2617.283203>
05.02.2025 23:01:41 [Dayz-Dog] Spawned Wild Dog at <11196.709961, 344.152832, 7632.085938>
05.02.2025 23:01:41 [Dayz-Dog] Spawned Wild Dog at <11184.865234, 336.691742, 7655.997559>
05.02.2025 23:01:41 [Dayz-Dog] Spawned Wild Dog at <11213.216797, 336.617462, 7648.531738>
05.02.2025 23:01:41 [Dayz-Dog] Spawned Wild Dog at <11193.036133, 337.291718, 7646.187988>
05.02.2025 23:01:41 [Dayz-Dog] Spawned Wild Dog at <9059.504883, 364.657196, 4732.211426>
05.02.2025 23:01:41 [Dayz-Dog] Spawned Wild Dog at <9054.744141, 367.057068, 4724.565918>
05.02.2025 23:27:49 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 23:28:36 [Dayz-Dog] Spawned Wild Dog at <9120.020508, 372.031158, 4765.232422>
05.02.2025 23:28:36 [Dayz-Dog] Spawned Wild Dog at <9130.371094, 371.069580, 4776.671875>
05.02.2025 23:28:36 [Dayz-Dog] Spawned Wild Dog at <11776.851563, 380.711914, 2640.129883>
05.02.2025 23:28:36 [Dayz-Dog] Spawned Wild Dog at <11763.677734, 382.635956, 2649.660889>
05.02.2025 23:28:36 [Dayz-Dog] Spawned Wild Dog at <11772.296875, 381.938110, 2648.577637>
05.02.2025 23:28:36 [Dayz-Dog] Spawned Wild Dog at <11786.554688, 383.098938, 2664.020996>
05.02.2025 23:28:36 [Dayz-Dog] Spawned Wild Dog at <11788.167969, 380.730530, 2647.210205>
05.02.2025 23:28:36 [Dayz-Dog] Spawned Wild Dog at <4220.991211, 330.212891, 632.798706>
05.02.2025 23:28:36 [Dayz-Dog] Spawned Wild Dog at <4202.236328, 328.098938, 609.221802>
05.02.2025 23:28:36 [Dayz-Dog] Spawned Wild Dog at <11249.784180, 344.126801, 7611.642090>
05.02.2025 23:28:36 [Dayz-Dog] Spawned Wild Dog at <11242.693359, 340.971100, 7624.687012>
05.02.2025 23:28:36 [Dayz-Dog] Spawned Wild Dog at <11239.542969, 343.857697, 7604.373535>
05.02.2025 23:28:36 [Dayz-Dog] Spawned Wild Dog at <11235.361328, 339.006195, 7633.711426>
05.02.2025 23:33:26 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 23:34:14 [Dayz-Dog] Spawned Wild Dog at <9046.301758, 340.386719, 4784.616211>
05.02.2025 23:34:14 [Dayz-Dog] Spawned Wild Dog at <9023.981445, 332.174286, 4807.034668>
05.02.2025 23:34:14 [Dayz-Dog] Spawned Wild Dog at <9032.478516, 336.157379, 4792.802734>
05.02.2025 23:34:14 [Dayz-Dog] Spawned Wild Dog at <9069.608398, 340.153076, 4807.133301>
05.02.2025 23:34:14 [Dayz-Dog] Spawned Wild Dog at <11289.206055, 365.565216, 7629.765137>
05.02.2025 23:34:14 [Dayz-Dog] Spawned Wild Dog at <11266.393555, 350.950134, 7607.340332>
05.02.2025 23:34:14 [Dayz-Dog] Spawned Wild Dog at <11287.330078, 364.799988, 7644.079102>
05.02.2025 23:34:14 [Dayz-Dog] Spawned Wild Dog at <11293.555664, 365.126953, 7634.265137>
05.02.2025 23:34:14 [Dayz-Dog] Spawned Wild Dog at <11306.132813, 370.984406, 7643.068848>
05.02.2025 23:34:14 [Dayz-Dog] Spawned Wild Dog at <11824.436523, 378.252991, 2644.956787>
05.02.2025 23:34:14 [Dayz-Dog] Spawned Wild Dog at <11818.161133, 377.529938, 2623.416748>
05.02.2025 23:37:51 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 23:38:39 [Dayz-Dog] Spawned Wild Dog at <9119.432617, 358.723419, 4794.208984>
05.02.2025 23:38:39 [Dayz-Dog] Spawned Wild Dog at <9117.278320, 354.330017, 4811.436035>
05.02.2025 23:38:39 [Dayz-Dog] Spawned Wild Dog at <9106.387695, 362.443848, 4773.410645>
05.02.2025 23:38:39 [Dayz-Dog] Spawned Wild Dog at <4271.250000, 323.770752, 562.478455>
05.02.2025 23:38:39 [Dayz-Dog] Spawned Wild Dog at <4250.139160, 324.033539, 550.757935>
05.02.2025 23:38:39 [Dayz-Dog] Spawned Wild Dog at <11282.489258, 359.624634, 7542.134766>
05.02.2025 23:38:39 [Dayz-Dog] Spawned Wild Dog at <11278.685547, 354.385223, 7563.464844>
05.02.2025 23:38:39 [Dayz-Dog] Spawned Wild Dog at <11272.618164, 353.289795, 7560.176758>
05.02.2025 23:38:39 [Dayz-Dog] Spawned Wild Dog at <11809.423828, 376.663696, 2579.210938>
05.02.2025 23:39:58 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <4184.636719, 328.975616, 599.329407>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <4161.448730, 326.437103, 577.948608>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <4197.315918, 325.703918, 589.518555>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <4187.349121, 329.936432, 607.989014>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <9075.192383, 375.673920, 4722.358887>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <9089.907227, 392.931885, 4709.758301>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <9091.375977, 398.486389, 4703.759277>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <9085.770508, 370.785889, 4738.655273>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <11836.183594, 372.394653, 2550.590576>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <11830.137695, 372.970276, 2541.252441>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <11278.430664, 351.362091, 7684.372559>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <11259.652344, 340.709534, 7693.027832>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <11254.723633, 339.507751, 7680.285645>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <11289.530273, 354.747345, 7696.182617>
05.02.2025 23:40:45 [Dayz-Dog] Spawned Wild Dog at <11278.764648, 349.476532, 7696.282715>
05.02.2025 23:42:04 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <9119.599609, 360.422089, 4790.375977>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <9104.750000, 352.437378, 4795.385254>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <4262.528809, 326.968079, 670.257019>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <4285.094238, 326.498108, 647.878113>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <4262.166016, 326.465057, 649.654236>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <4240.840820, 328.222809, 647.398621>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <11741.347656, 380.366577, 2619.091064>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <11726.758789, 379.720459, 2596.681152>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <11749.363281, 382.339539, 2638.352295>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <11722.895508, 381.219177, 2620.690674>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <11757.394531, 379.147278, 2599.447021>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <11261.155273, 344.086853, 7668.679199>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <11263.808594, 353.299988, 7650.629883>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <11282.202148, 355.253876, 7672.446289>
05.02.2025 23:42:52 [Dayz-Dog] Spawned Wild Dog at <11252.877930, 342.285034, 7646.527344>
05.02.2025 23:44:24 [Dayz-Dog] 'DayzDog.json' found, loading existing config
05.02.2025 23:45:12 [Dayz-Dog] Spawned Wild Dog at <4212.995117, 324.909912, 585.303833>
05.02.2025 23:45:12 [Dayz-Dog] Spawned Wild Dog at <4216.801758, 324.000000, 562.328064>
05.02.2025 23:45:12 [Dayz-Dog] Spawned Wild Dog at <11194.898438, 354.343964, 7593.213379>
05.02.2025 23:45:12 [Dayz-Dog] Spawned Wild Dog at <11197.547852, 348.283844, 7609.328613>
