22.01.2025 23:41:00 [Dayz-Dog] 'DayzDog.json' does not exist, creating default config
24.01.2025 14:26:18 [Dayz-Dog] Spawned Wild Dog at <1249.084595, 195.860703, 7292.236816>
24.01.2025 14:31:08 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <1172.147949, 5.705801, 2479.377197>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <1168.182007, 5.793404, 2470.122314>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <10735.688477, 6.239091, 2351.812012>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <10757.458984, 6.402840, 2346.747559>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <10757.836914, 6.035518, 2360.015381>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <10720.704102, 6.817202, 2347.006836>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <12398.206055, 124.298180, 14863.466797>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <12390.034180, 123.951012, 14851.784180>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <12417.581055, 122.923317, 14857.966797>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <12393.681641, 124.684464, 14862.848633>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <12394.226563, 125.583420, 14882.340820>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <3366.732666, 317.136658, 14752.924805>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <3372.138916, 319.944489, 14738.488281>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <3365.574951, 323.657745, 14737.296875>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <11336.417969, 157.855331, 10683.689453>
24.01.2025 14:32:03 [Dayz-Dog] Spawned Wild Dog at <11337.933594, 160.206573, 10703.334961>
24.01.2025 14:37:24 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <2555.105225, 300.990143, 11074.495117>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <2541.417236, 299.151215, 11072.346680>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <2551.126709, 300.186523, 11096.657227>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <2572.307861, 303.024292, 11079.046875>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <7070.681641, 193.753647, 4279.060059>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <7050.791016, 192.647247, 4273.722656>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <7067.996094, 193.917770, 4266.811035>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <5308.114746, 306.212463, 10536.192383>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <5295.081055, 305.976593, 10517.698242>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <5324.386719, 306.378479, 10532.937500>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <3285.627930, 219.973068, 13770.114258>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <3266.166748, 223.601410, 13751.858398>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <3303.781494, 216.800003, 13782.275391>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <3268.127197, 222.769516, 13777.381836>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <5106.983887, 174.983322, 13093.041016>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <5101.706055, 174.945892, 13100.941406>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <10662.693359, 210.947693, 7983.146484>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <10674.200195, 211.000000, 8001.100098>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <10686.629883, 210.960464, 7976.830566>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <13415.788086, 81.065651, 3264.551270>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <13421.709961, 81.095680, 3260.045410>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <13437.830078, 82.460022, 3281.758057>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <13414.433594, 82.770676, 3275.002441>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <13401.087891, 80.493294, 3277.527832>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <6605.804688, 322.604980, 5952.437012>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <6620.573730, 322.699951, 5976.351563>
24.01.2025 14:38:18 [Dayz-Dog] Spawned Wild Dog at <6586.559082, 320.256805, 5940.122070>
24.01.2025 14:42:06 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <4606.342285, 10.152028, 2571.389648>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <4596.039063, 10.340309, 2568.056152>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <4667.229004, 280.577209, 6392.097656>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <4657.275879, 281.135742, 6377.437500>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <4651.529785, 281.249115, 6371.392578>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <4685.145996, 280.340973, 6395.723633>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <1901.741211, 244.962128, 10750.136719>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <1911.381226, 245.224045, 10771.416992>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <1892.136475, 244.779480, 10731.037109>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <10029.562500, 154.178513, 10315.049805>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <5871.087402, 92.231247, 4038.110596>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <5857.646484, 82.351295, 4024.529053>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <5871.935059, 97.138214, 4054.594238>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <13352.668945, 94.452248, 12967.408203>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <8456.868164, 404.226135, 15127.620117>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <8448.050781, 402.421875, 15119.167969>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <8322.656250, 437.630890, 7562.521484>
24.01.2025 14:42:58 [Dayz-Dog] Spawned Wild Dog at <8342.794922, 440.771149, 7541.161621>
24.01.2025 14:44:08 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <2517.669189, 298.595062, 10934.769531>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <2498.741211, 296.159180, 10935.499023>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <2498.453857, 296.305664, 10921.167969>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <2503.190918, 296.732483, 10950.958008>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <13440.470703, 1.666027, 6670.215332>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <13456.100586, 1.122865, 6658.281738>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <13441.550781, 0.820000, 6688.448730>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <3267.696777, 199.818329, 4018.646729>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <3249.098389, 197.392319, 4000.012695>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <3257.135498, 200.481308, 4023.487793>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <3263.458008, 199.891541, 4015.032715>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <1044.869019, 471.164917, 13959.251953>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <1048.014160, 471.264099, 13957.459961>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <6619.225098, 322.562073, 6025.326660>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <6631.010742, 328.439240, 6049.197754>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <8076.227051, 332.060059, 14559.190430>
24.01.2025 14:45:03 [Dayz-Dog] Spawned Wild Dog at <8066.044434, 338.336700, 14582.232422>
24.01.2025 15:03:25 [Dayz-Dog] Spawned Wild Dog at <5485.687988, 6.837292, 2065.415039>
24.01.2025 15:04:16 [Dayz-Dog] Player Tonby tamed dog at pos <5495.269531, 6.995129, 2065.614502>
24.01.2025 15:07:36 [Dayz-Dog] Stored 2 items in dog inventory of Player Tonby
24.01.2025 15:07:58 [Dayz-Dog] preview load dog name 
24.01.2025 15:07:58 [Dayz-Dog] Player Tonby have dog true slot DogPreview2 getid 3076087 dog index 2
24.01.2025 15:07:58 [Dayz-Dog] Spawned dog entity ID 3076135
24.01.2025 15:07:58 [Dayz-Dog] Restored 2 items in dog inventory of Player Tonby
24.01.2025 15:10:20 [Dayz-Dog] Stored 2 items in dog inventory of Player Tonby
24.01.2025 15:10:46 [Dayz-Dog] preview load dog name 
24.01.2025 15:10:46 [Dayz-Dog] Player Tonby have dog true slot DogPreview2 getid 3076503 dog index 2
24.01.2025 15:10:46 [Dayz-Dog] Spawned dog entity ID 3076551
24.01.2025 15:10:46 [Dayz-Dog] Restored 2 items in dog inventory of Player Tonby
24.01.2025 15:12:36 [Dayz-Dog] Dog of Tonby has died
24.01.2025 15:32:58 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <13710.702148, 43.266830, 2910.953613>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <13691.479492, 44.142731, 2908.866943>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <13719.002930, 42.261314, 2906.092773>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <13726.875000, 38.171398, 2890.264893>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <10223.677734, 47.400303, 3811.569336>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <10222.661133, 47.898396, 3800.106201>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <10205.188477, 49.170044, 3818.565430>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <7951.291016, 7.119907, 3195.142822>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <7943.071289, 6.755624, 3216.831787>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <1646.187012, 451.799988, 14321.850586>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <1669.362549, 451.799988, 14344.765625>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <1632.375366, 452.906006, 14305.243164>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <1648.655029, 451.799988, 14312.697266>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <1622.191895, 452.737549, 14312.784180>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <15017.983398, 153.768890, 14219.694336>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <15016.601563, 150.991928, 14199.304688>
24.01.2025 15:33:50 [Dayz-Dog] Spawned Wild Dog at <15026.504883, 151.281006, 14196.804688>
24.01.2025 16:35:37 [Dayz-Dog] 'DayzDog.json' found, loading existing config
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <5774.755859, 76.505035, 2627.221680>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <12011.778320, 6.202847, 3605.372803>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <11989.478516, 7.137611, 3600.377197>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <11998.343750, 9.071785, 3613.203125>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <12015.512695, 7.175791, 3621.222168>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <12023.798828, 7.002732, 3626.870361>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <7346.457520, 382.566986, 9176.722656>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <7351.979004, 382.247406, 9192.696289>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <7333.118652, 379.665466, 9200.284180>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <7370.300781, 385.990692, 9181.941406>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <6415.625488, 322.161835, 6204.912109>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <13446.166992, 0.850000, 5511.875488>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <13547.115234, 26.716164, 2992.864990>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <13568.563477, 32.106491, 3015.245117>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <13543.993164, 28.124119, 2971.362305>
24.01.2025 16:36:29 [Dayz-Dog] Spawned Wild Dog at <13561.578125, 32.784996, 2986.722656>
26.01.2025 14:11:30 [Dayz-Dog] 'DayzDog.json' found, loading existing config
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <6803.839844, 377.350830, 14307.927734>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <6812.415527, 376.749023, 14288.493164>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <6783.877930, 377.178131, 14304.038086>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <6801.231934, 377.275543, 14305.673828>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <7111.867676, 285.757599, 7564.784180>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <7095.631348, 286.908844, 7567.804688>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <14146.084961, 6.937303, 12939.824219>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <14137.793945, 7.714231, 12938.454102>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <14165.322266, 6.504326, 12925.139648>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <14122.944336, 9.341846, 12927.447266>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <14164.514648, 5.548654, 12952.762695>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <10662.726563, 211.000000, 8024.780273>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <10678.501953, 211.000000, 8043.012207>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <4321.801270, 7.518535, 2426.623535>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <4323.385742, 8.221225, 2412.869385>
26.01.2025 14:12:22 [Dayz-Dog] Spawned Wild Dog at <4323.318848, 7.468724, 2437.686035>
26.01.2025 14:18:00 [Dayz-Dog] 'DayzDog.json' found, loading existing config
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <3418.886230, 172.598389, 3828.220947>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <3432.024902, 173.672058, 3830.529297>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <3425.969238, 174.635590, 3847.847168>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <3415.889160, 170.464767, 3821.728027>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <8277.153320, 111.860161, 12837.948242>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <8294.079102, 111.968285, 12846.368164>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <8299.860352, 111.154930, 12833.048828>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <8260.080078, 115.322487, 12861.486328>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <12974.279297, 10.609405, 8214.317383>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <12987.053711, 5.874112, 8216.401367>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <1623.333984, 142.306595, 3790.534180>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <1623.380371, 142.167007, 3787.815430>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <1604.725464, 139.384232, 3776.185791>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <1637.121460, 144.114197, 3803.656250>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <1120.178711, 467.510040, 13902.932617>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <1131.722412, 466.811676, 13896.110352>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <1122.971436, 468.031281, 13924.830078>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <1141.640137, 466.176025, 13920.770508>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <1128.901245, 467.090302, 13879.442383>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <9314.761719, 332.208099, 8909.358398>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <9299.496094, 331.564514, 8896.314453>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <1934.113525, 247.275009, 10877.570313>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <1911.578369, 247.042526, 10890.410156>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <1933.341064, 247.469482, 10881.434570>
26.01.2025 14:18:50 [Dayz-Dog] Spawned Wild Dog at <1935.639160, 246.734299, 10867.288086>
26.01.2025 14:39:34 [Dayz-Dog] 'DayzDog.json' found, loading existing config
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <2262.789063, 263.517029, 12998.485352>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <2271.497070, 260.942352, 13004.790039>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <2261.848389, 262.456512, 13003.978516>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <2252.608887, 262.177032, 12976.762695>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <2273.633789, 260.501770, 13005.744141>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <7094.374023, 192.026627, 4321.872559>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <7086.695313, 192.476059, 4320.248535>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <9222.599609, 240.242126, 4030.838135>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <9223.347656, 235.097137, 4007.691162>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <9234.061523, 241.169739, 4035.329102>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <9227.375977, 244.658600, 4052.175537>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <9208.968750, 237.823135, 4019.126709>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <5048.434082, 312.805603, 5630.970703>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <5064.435547, 309.739075, 5649.771973>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <3695.933105, 9.447685, 2570.278320>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <13063.473633, 2.723577, 7211.118652>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <13052.135742, 3.898918, 7205.402344>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <10402.648438, 88.836288, 14428.055664>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <10417.352539, 86.726723, 14430.996094>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <13375.352539, 4.441118, 6574.503418>
26.01.2025 14:40:26 [Dayz-Dog] Spawned Wild Dog at <13396.184570, 3.986326, 6574.506348>
26.01.2025 15:37:15 [Dayz-Dog] Player Quvio tamed dog at pos <13441.020508, 2.817231, 6618.194824>
26.01.2025 15:37:38 [Dayz-Dog] Deleted (get in transport) dog of owner Quvio at <13392.802734, 4.300000, 6608.461914>
26.01.2025 15:37:44 [Dayz-Dog] Respawned (get out transport) dog entity ID 3083539 of owner Quvio at <13392.936523, 4.515479, 6607.413574>
26.01.2025 15:37:56 [Dayz-Dog] Deleted (get in transport) dog of owner Quvio at <13392.704102, 4.300000, 6607.965332>
26.01.2025 15:38:12 [Dayz-Dog] Respawned (get out transport) dog entity ID 3083752 of owner Quvio at <13396.493164, 4.691065, 6634.455566>
26.01.2025 15:38:21 [Dayz-Dog] Deleted (get in transport) dog of owner Quvio at <13397.468750, 4.537807, 6636.499023>
26.01.2025 15:41:31 [Dayz-Dog] Respawned (get out transport) dog entity ID 3084615 of owner Quvio at <11788.498047, 57.403423, 6540.013184>
26.01.2025 15:43:03 [Dayz-Dog] Deleted (get in transport) dog of owner Quvio at <11788.159180, 57.460804, 6538.728516>
26.01.2025 15:44:26 [Dayz-Dog] Respawned (get out transport) dog entity ID 3085335 of owner Quvio at <11435.816406, 68.372261, 6580.010742>
26.01.2025 16:00:14 [Dayz-Dog] 'DayzDog.json' found, loading existing config
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <4364.262695, 7.056197, 2350.671387>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <4372.247070, 6.235557, 2331.752930>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <4366.454102, 7.056656, 2356.317871>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <4346.106934, 7.522424, 2364.143799>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <11942.504883, 54.077602, 9185.019531>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <11934.926758, 54.077602, 9175.965820>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <11935.078125, 54.077602, 9197.791016>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <9513.830078, 253.649124, 14737.072266>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <9526.263672, 253.765030, 14732.587891>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <9534.852539, 252.741119, 14717.955078>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <12447.488281, 128.692917, 14942.977539>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <12439.083984, 128.213150, 14925.706055>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <9695.190430, 221.537918, 6448.063477>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <9671.892578, 224.135742, 6456.263672>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <9701.552734, 222.595932, 6432.344727>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <9712.643555, 216.285110, 6460.817871>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <847.007813, 346.951996, 12253.781250>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <834.384888, 344.435608, 12245.253906>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <2636.846191, 200.101593, 5289.845703>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <2628.090332, 197.658371, 5305.160156>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <2644.639893, 203.766525, 5273.226563>
26.01.2025 16:01:04 [Dayz-Dog] Spawned Wild Dog at <2652.601807, 204.000000, 5311.017578>
26.01.2025 17:33:39 [Dayz-Dog] 'DayzDog.json' found, loading existing config
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <12231.919922, 140.094818, 12597.571289>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <5815.745117, 133.872696, 4885.148438>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <5816.849609, 129.243790, 4864.918945>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <5793.772949, 145.560883, 4908.059082>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <5792.138672, 136.742554, 4874.735352>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <5834.336426, 134.686172, 4900.608887>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <6255.280273, 301.218323, 7769.006348>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <6238.645020, 301.131012, 7751.397949>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <6253.890625, 301.299988, 7764.620117>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <6238.344727, 301.200012, 7771.708496>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <6238.533203, 301.159698, 7759.036133>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <11857.611328, 54.140377, 9214.618164>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <11839.908203, 54.390011, 9213.207031>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <11873.816406, 54.029701, 9205.979492>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <11874.646484, 54.029701, 9226.959961>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <11876.360352, 54.029701, 9205.645508>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <2654.300049, 12.761121, 1265.199951>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <2664.137451, 3.658888, 1263.083252>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <2669.727295, 1.602154, 1261.677246>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <2662.558350, 2.912096, 1256.395508>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <2660.437744, 5.347397, 1268.122314>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <1746.907837, 12.891788, 2286.890381>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <1745.652710, 11.364798, 2274.519775>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <9691.232422, 209.509048, 6537.724609>
26.01.2025 17:34:33 [Dayz-Dog] Spawned Wild Dog at <3208.749512, 227.292252, 13753.749023>
26.01.2025 18:08:15 [Dayz-Dog] 'DayzDog.json' found, loading existing config
26.01.2025 18:09:14 [Dayz-Dog] Spawned Wild Dog at <3502.347168, 5.733498, 2154.117920>
26.01.2025 18:09:14 [Dayz-Dog] Spawned Wild Dog at <6444.893555, 323.286987, 6214.175293>
